plan_id,data_id,outCardinality_count,outCardinality_mean,outCardinality_std,outCardinality_min,outCardinality_10%,outCardinality_50%,outCardinality_90%,outCardinality_max,outCardinality_kurtosis,outCardinality_skew,complexity_mean,complexity_std,complexity_min,complexity_max,selectivity_mean,selectivity_min,selectivity_max,sourceCardinalitySum,sourceCardinalityProd,sourceOutCard_mean,sourceOutCard_std,sourceOutCard_min,sourceOutCard_max,joinOutCard_mean,joinOutCard_std,joinOutCard_min,joinOutCard_max,joinOutCard_sum,joinOutCard_prod,groupbyOutCard_mean,groupbyOutCard_std,groupbyOutCard_min,groupbyOutCard_max,filterOutCard_mean,filterOutCard_std,filterOutCard_min,filterOutCard_max,tables,t_0,t_1,t_2,t_3,t_4,t_5,t_6,data_size,netRunTime,Data Sink,Data Source,Filter,Group by,Join,Map,n_nodes,n_edges,longest_path_len,avg_parallelism,Network,Disk I/O,CPU,Cumulative Network,Cumulative Disk I/O,Cumulative CPU,Reduce,Sort-Partition,Partition,Log_netRunTime,Log_sourceCardinalitySum
Job0v0,1GB,12.0,3250608.166666666,2919994.511498105,1.0,1.2000000000000002,3750607.5,6001215.0,6001215.0,-1.8966148789470565,-0.08869095504877489,114522730.0,238893937.95280683,300.0,600121500.0,1.0,1.0,1.0,7501215.0,9001822500000.0,3750607.5,3182839.650078605,1500000.0,6001215.0,6001215.0,0.0,6001215.0,6001215.0,6001215.0,6001215.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,"['lineitem', 'orders']",0.0,6001215.0,0.0,1500000.0,0.0,0.0,0.0,1.0,7134,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,84.0281818181818,0.0,0.0,587.1714285714286,0.0,2.0,0.0,0.0,8.872627365918836,15.830575565385955
Job0v1,1GB,12.0,775001.0,759035.3567067275,1.0,1.4000000000000004,825000.0,1500000.0,1500000.0,-1.9824102058379565,-0.013841335164046144,28250083.33333333,59905503.50378225,500.0,150000000.0,1.0,1.0,1.0,1650000.0,225000000000.0,825000.0,954594.1546018393,150000.0,1500000.0,1500000.0,0.0,1500000.0,1500000.0,1500000.0,1500000.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,"['orders', 'customer']",150000.0,0.0,0.0,1500000.0,0.0,0.0,0.0,1.0,2971,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,17.69545454545454,0.0,0.0,128.66428571428574,0.0,2.0,0.0,0.0,7.996653875462607,14.316285845876765
Job0v2,1GB,12.0,687500.1666666665,719256.0708500813,1.0,15000.900000000012,150000.0,1500000.0,1500000.0,-1.8723146694371011,0.32039366089413424,30300000.0,59065649.91600448,150000.0,150000000.0,1.0,1.0,1.0,1650000.0,225000000000.0,825000.0,954594.1546018393,150000.0,1500000.0,1500000.0,0.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,0.0,1500000.0,1500000.0,0.0,0.0,0.0,0.0,"['customer', 'orders']",150000.0,0.0,0.0,1500000.0,0.0,0.0,0.0,1.0,3275,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,17.69545454545454,0.0,0.0,65.98571428571428,0.0,2.0,0.0,0.0,8.094073148069354,14.316285845876765
Job0v3,1GB,12.0,433358.5,389218.91138009867,1.0,15.900000000000016,500000.0,800000.0,800000.0,-1.8966300273426369,-0.0886768137284515,15269166.666666664,31844608.714296784,15000.0,80000000.0,1.0,1.0,1.0,1000000.0,160000000000.0,500000.0,424264.0687119285,200000.0,800000.0,800000.0,0.0,800000.0,800000.0,800000.0,800000.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,"['partsupp', 'part']",0.0,0.0,0.0,0.0,200000.0,800000.0,0.0,1.0,3239,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,12.92,0.0,0.0,91.25428571428574,0.0,2.0,0.0,0.0,8.08301991917133,13.815510557964275
Job0v4,1GB,12.0,235000.16666666663,279203.25929356826,1.0,1000.9000000000008,200000.0,740000.0000000001,800000.0,0.5094560502810657,1.3599364302843289,5233333.333333333,7807090.794058097,200000.0,20000000.0,1.0,1.0,1.0,1000000.0,160000000000.0,500000.0,424264.0687119285,200000.0,800000.0,200000.0,0.0,200000.0,200000.0,200000.0,200000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,"['part', 'partsupp']",0.0,0.0,0.0,0.0,200000.0,800000.0,0.0,1.0,2702,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,12.92,0.0,0.0,50.86571428571428,0.0,2.0,0.0,0.0,7.901747518520144,13.815510557964275
Job0v5,1GB,12.0,5005.166666666667,5216.939033455143,1.0,1.4000000000000004,5012.5,10000.0,10000.0,-1.999991175717228,-6.624070786045425e-06,186791.66666666663,400213.3311331179,250.0,1000000.0,1.0,1.0,1.0,10025.0,250000.0,5012.5,7053.39014233581,25.0,10000.0,10000.0,0.0,10000.0,10000.0,10000.0,10000.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,"['supplier', 'nation']",0.0,0.0,25.0,0.0,0.0,0.0,10000.0,1.0,2229,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,0.14,0.0,0.0,1.4,0.0,2.0,0.0,0.0,7.709308333385869,9.21283725217477
Job0v6,1GB,12.0,3002278.5,3132288.9475423414,1.0,3.4000000000000017,3005607.5,6001215.0,6001215.0,-1.999995076524652,-3.6953421749868873e-06,112039763.33333331,240209017.5960673,2500.0,600121500.0,1.0,1.0,1.0,6011215.0,60012150000.0,3005607.5,4236428.754046561,10000.0,6001215.0,6001215.0,0.0,6001215.0,6001215.0,6001215.0,6001215.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,"['lineitem', 'supplier']",0.0,6001215.0,0.0,0.0,0.0,0.0,10000.0,1.0,5961,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,68.66,0.0,0.0,538.8714285714286,0.0,2.0,0.0,0.0,8.692993531219926,15.609137449140755
Job0v7,1GB,12.0,1751869.333333333,2104126.0120311384,1.0,1000.9000000000008,1500000.0,5551093.500000001,6001215.0,0.4879279325446544,1.345848623734014,38168691.66666666,59314187.18376251,1000000.0,150000000.0,1.0,1.0,1.0,7501215.0,9001822500000.0,3750607.5,3182839.650078605,1500000.0,6001215.0,1500000.0,0.0,1500000.0,1500000.0,1500000.0,1500000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,"['orders', 'lineitem']",0.0,6001215.0,0.0,1500000.0,0.0,0.0,0.0,1.0,6133,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,84.0281818181818,0.0,0.0,337.13857142857154,0.0,2.0,0.0,0.0,8.721439305625982,15.830575565385955
Job0v8,1GB,12.0,325000.66666666674,553295.4824598011,1.0,1.2000000000000002,150000.0,1365000.0000000005,1500000.0,1.0872890566748137,1.7237518659079665,5300050.0,7533283.747145065,300.0,15000000.0,1.0,1.0,1.0,1650000.0,225000000000.0,825000.0,954594.1546018393,150000.0,1500000.0,150000.0,0.0,150000.0,150000.0,150000.0,150000.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,"['customer', 'orders']",150000.0,0.0,0.0,1500000.0,0.0,0.0,0.0,1.0,5166,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,17.69545454545454,0.0,0.0,65.98571428571428,0.0,2.0,0.0,0.0,8.549853973655786,14.316285845876765
Job0v9,1GB,12.0,401671.0,416055.6010001985,1.0,3.4000000000000017,405000.0,800000.0,800000.0,-1.99972297722692,-0.00020893435072178715,14950416.666666664,32013123.106652167,2500.0,80000000.0,1.0,1.0,1.0,810000.0,8000000000.0,405000.0,558614.3571373726,10000.0,800000.0,800000.0,0.0,800000.0,800000.0,800000.0,800000.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,"['partsupp', 'supplier']",0.0,0.0,0.0,0.0,0.0,800000.0,10000.0,1.0,2233,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,10.870909090909093,0.0,0.0,84.81428571428572,0.0,2.0,0.0,0.0,7.711101251840158,13.604789526648624
Job10v0,1GB,3.0,200000.0,0.0,200000.0,200000.0,200000.0,200000.0,200000.0,-3.0,0.0,200000.0,0.0,200000.0,200000.0,1.0,1.0,1.0,200000.0,200000.0,200000.0,0.0,200000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['part'],0.0,0.0,0.0,0.0,200000.0,0.0,0.0,1.0,397,1,1,0.0,0.0,0.0,1,3,2,2,16.0,0.0,7.98,0.0,0.0,23.94,0.0,0.0,0.0,0.0,5.983936280687192,12.206072645530176
Job10v2,1GB,3.0,6001215.0,0.0,6001215.0,6001215.0,6001215.0,6001215.0,6001215.0,-3.0,0.0,6001215.0,0.0,6001215.0,6001215.0,1.0,1.0,1.0,6001215.0,6001215.0,6001215.0,0.0,6001215.0,6001215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['lineitem'],0.0,6001215.0,0.0,0.0,0.0,0.0,0.0,1.0,3689,1,1,0.0,0.0,0.0,1,3,2,2,16.0,0.0,251.28666666666663,0.0,0.0,753.86,0.0,0.0,0.0,0.0,8.213110697596676,15.607472506691973
Job10v3,1GB,3.0,1500000.0,0.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,-3.0,0.0,1500000.0,0.0,1500000.0,1500000.0,1.0,1.0,1.0,1500000.0,1500000.0,1500000.0,0.0,1500000.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['orders'],0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,1.0,1269,1,1,0.0,0.0,0.0,1,3,2,2,16.0,0.0,56.81666666666666,0.0,0.0,170.45,0.0,0.0,0.0,0.0,7.145984467714388,14.220975666072441
Job10v4,1GB,3.0,150000.0,0.0,150000.0,150000.0,150000.0,150000.0,150000.0,-3.0,0.0,150000.0,0.0,150000.0,150000.0,1.0,1.0,1.0,150000.0,150000.0,150000.0,0.0,150000.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['customer'],150000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,410,1,1,0.0,0.0,0.0,1,3,2,2,16.0,0.0,8.066666666666666,0.0,0.0,24.2,0.0,0.0,0.0,0.0,6.016157159698354,11.918390573078392
Job10v5,1GB,3.0,800000.0,0.0,800000.0,800000.0,800000.0,800000.0,800000.0,-3.0,0.0,800000.0,0.0,800000.0,800000.0,1.0,1.0,1.0,800000.0,800000.0,800000.0,0.0,800000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['partsupp'],0.0,0.0,0.0,0.0,0.0,800000.0,0.0,1.0,803,1,1,0.0,0.0,0.0,1,3,2,2,16.0,0.0,39.393333333333345,0.0,0.0,118.18,0.0,0.0,0.0,0.0,6.688354713946763,13.592367006650065
Job10v6,1GB,3.0,200000.0,0.0,200000.0,200000.0,200000.0,200000.0,200000.0,-3.0,0.0,200000.0,0.0,200000.0,200000.0,1.0,1.0,1.0,200000.0,200000.0,200000.0,0.0,200000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['part'],0.0,0.0,0.0,0.0,200000.0,0.0,0.0,1.0,459,1,1,0.0,0.0,0.0,1,3,2,2,16.0,0.0,7.98,0.0,0.0,23.94,0.0,0.0,0.0,0.0,6.129050210060545,12.206072645530176
Job10v8,1GB,3.0,6001215.0,0.0,6001215.0,6001215.0,6001215.0,6001215.0,6001215.0,-3.0,0.0,6001215.0,0.0,6001215.0,6001215.0,1.0,1.0,1.0,6001215.0,6001215.0,6001215.0,0.0,6001215.0,6001215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['lineitem'],0.0,6001215.0,0.0,0.0,0.0,0.0,0.0,1.0,3460,1,1,0.0,0.0,0.0,1,3,2,2,16.0,0.0,251.28666666666663,0.0,0.0,753.86,0.0,0.0,0.0,0.0,8.14902386805177,15.607472506691973
Job10v9,1GB,3.0,1500000.0,0.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,-3.0,0.0,1500000.0,0.0,1500000.0,1500000.0,1.0,1.0,1.0,1500000.0,1500000.0,1500000.0,0.0,1500000.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['orders'],0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,1.0,1115,1,1,0.0,0.0,0.0,1,3,2,2,16.0,0.0,56.81666666666666,0.0,0.0,170.45,0.0,0.0,0.0,0.0,7.0166096838942185,14.220975666072441
