plan_id,data_id,outCardinality_count,outCardinality_mean,outCardinality_std,outCardinality_min,outCardinality_10%,outCardinality_50%,outCardinality_90%,outCardinality_max,outCardinality_kurtosis,outCardinality_skew,complexity_mean,complexity_std,complexity_min,complexity_max,selectivity_mean,selectivity_min,selectivity_max,sourceCardinalitySum,sourceCardinalityProd,sourceOutCard_mean,sourceOutCard_std,sourceOutCard_min,sourceOutCard_max,joinOutCard_mean,joinOutCard_std,joinOutCard_min,joinOutCard_max,joinOutCard_sum,joinOutCard_prod,groupbyOutCard_mean,groupbyOutCard_std,groupbyOutCard_min,groupbyOutCard_max,filterOutCard_mean,filterOutCard_std,filterOutCard_min,filterOutCard_max,tables,t_0,t_1,t_2,t_3,t_4,t_5,t_6,data_size,netRunTime,Data Sink,Data Source,Filter,Group by,Join,Map,n_nodes,n_edges,longest_path_len,avg_parallelism,Network,Disk I/O,CPU,Cumulative Network,Cumulative Disk I/O,Cumulative CPU,Reduce,Sort-Partition,Partition,Log_netRunTime,Log_sourceCardinalitySum
Job0v0,5GB,12.0,16249898.166666664,14596749.06249436,1.0,1.2000000000000002,18749897.5,29999795.0,29999795.0,-1.896574732338688,-0.08872835842196837,572496223.3333334,1194218505.252623,300.0,2999979500.0,1.0,1.0,1.0,37499795.0,224998462500000.0,18749897.5,15909757.619807174,7500000.0,29999795.0,29999795.0,0.0,29999795.0,29999795.0,29999795.0,29999795.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,"['lineitem', 'orders']",0.0,29999795.0,0.0,7500000.0,0.0,0.0,0.0,5.0,25092,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,426.60818181818183,0.0,0.0,2982.1971428571424,0.0,2.0,0.0,0.0,10.130304349216633,17.43984602425903
Job0v1,5GB,12.0,3875001.0,3795181.238935405,1.0,1.4000000000000004,4125000.0,7500000.0,7500000.0,-1.9824097047674,-0.013841739764294595,141250083.33333334,299527706.14759773,500.0,750000000.0,1.0,1.0,1.0,8250000.0,5625000000000.0,4125000.0,4772970.773009196,750000.0,7500000.0,7500000.0,0.0,7500000.0,7500000.0,7500000.0,7500000.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,"['orders', 'customer']",750000.0,0.0,0.0,7500000.0,0.0,0.0,0.0,5.0,5683,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,89.4609090909091,0.0,0.0,650.887142857143,0.0,2.0,0.0,0.0,8.645234541297121,15.925723758310866
Job0v2,5GB,12.0,1937500.166666667,2646019.604991647,1.0,75000.90000000008,750000.0,6900000.000000003,7500000.0,0.9511254555652564,1.6455033614464414,51500000.0,59822863.52223538,750000.0,150000000.0,1.0,1.0,1.0,8250000.0,5625000000000.0,4125000.0,4772970.773009196,750000.0,7500000.0,1500000.0,0.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,0.0,1500000.0,1500000.0,0.0,0.0,0.0,0.0,"['customer', 'orders']",750000.0,0.0,0.0,7500000.0,0.0,0.0,0.0,5.0,7952,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,89.4609090909091,0.0,0.0,333.1828571428572,0.0,2.0,0.0,0.0,8.981178748336411,15.925723758310866
Job0v3,5GB,12.0,2166691.833333333,1946216.7971687969,1.0,15.900000000000016,2500000.0,4000000.0,4000000.0,-1.8965868180587373,-0.08871709715145662,76335833.33333333,159228793.57756457,15000.0,400000000.0,1.0,1.0,1.0,5000000.0,4000000000000.0,2500000.0,2121320.3435596433,1000000.0,4000000.0,4000000.0,0.0,4000000.0,4000000.0,4000000.0,4000000.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,"['partsupp', 'part']",0.0,0.0,0.0,0.0,1000000.0,4000000.0,0.0,5.0,6207,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,65.08636363636364,0.0,0.0,459.9128571428572,0.0,2.0,0.0,0.0,8.733432966413654,15.424948470398377
Job0v4,5GB,12.0,1168333.5,1401951.950717771,1.0,1000.9000000000008,1000000.0,3700000.0000000014,4000000.0,0.48934664259253896,1.346793303837505,25500000.0,39500632.90632189,1000000.0,100000000.0,1.0,1.0,1.0,5000000.0,4000000000000.0,2500000.0,2121320.3435596433,1000000.0,4000000.0,1000000.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,"['part', 'partsupp']",0.0,0.0,0.0,0.0,1000000.0,4000000.0,0.0,5.0,4712,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,65.08636363636364,0.0,0.0,256.0371428571429,0.0,2.0,0.0,0.0,8.457867725331424,15.424948470398377
Job0v5,5GB,12.0,25005.16666666667,26106.253137491556,1.0,1.4000000000000004,25012.5,50000.0,50000.0,-1.9999996472366104,-2.646192959620336e-07,933458.3333333335,2001346.224524049,250.0,5000000.0,1.0,1.0,1.0,50025.0,1250000.0,25012.5,35337.661389797715,25.0,50000.0,50000.0,0.0,50000.0,50000.0,50000.0,50000.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,"['supplier', 'nation']",0.0,0.0,25.0,0.0,0.0,0.0,50000.0,5.0,2198,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,0.7040000000000001,0.0,0.0,7.040000000000001,0.0,2.0,0.0,0.0,7.6953031349635665,10.820278159451933
Job0v6,5GB,12.0,15008235.166666664,15658183.240830747,1.0,3.4000000000000017,15024897.5,29999795.0,29999795.0,-1.9999950642370892,-3.704568151291809e-06,560079923.3333334,1200794642.9514375,2500.0,2999979500.0,1.0,1.0,1.0,30049795.0,1499989750000.0,15024897.5,21177703.139646955,50000.0,29999795.0,29999795.0,0.0,29999795.0,29999795.0,29999795.0,29999795.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,"['lineitem', 'supplier']",0.0,29999795.0,0.0,0.0,0.0,0.0,50000.0,5.0,23399,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,348.8218181818182,0.0,0.0,2737.725714285715,0.0,2.0,0.0,0.0,10.06044856538989,17.218366396958828
Job0v7,5GB,12.0,8751632.666666666,10524355.769948136,1.0,1000.9000000000008,7500000.0,27749815.50000001,29999795.0,0.4849305094899123,1.3438415574478155,190166325.0,297071669.1373208,1000000.0,750000000.0,1.0,1.0,1.0,37499795.0,224998462500000.0,18749897.5,15909757.619807174,7500000.0,29999795.0,7500000.0,0.0,7500000.0,7500000.0,7500000.0,7500000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,"['orders', 'lineitem']",0.0,29999795.0,0.0,7500000.0,0.0,0.0,0.0,5.0,24869,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,426.60818181818183,0.0,0.0,1710.4928571428575,0.0,2.0,0.0,0.0,10.121377326901788,17.43984602425903
Job0v8,5GB,12.0,1625000.666666667,2766479.121062376,1.0,1.2000000000000002,750000.0,6825000.000000003,7500000.0,1.0872868300435865,1.723750555313266,26500050.0,37666587.58123703,300.0,75000000.0,1.0,1.0,1.0,8250000.0,5625000000000.0,4125000.0,4772970.773009196,750000.0,7500000.0,750000.0,0.0,750000.0,750000.0,750000.0,750000.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,"['customer', 'orders']",750000.0,0.0,0.0,7500000.0,0.0,0.0,0.0,5.0,22077,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,89.4609090909091,0.0,0.0,333.1828571428572,0.0,2.0,0.0,0.0,10.00229162159471,15.925723758310866
Job0v9,5GB,12.0,2008337.666666667,2080296.2595183558,1.0,3.4000000000000017,2025000.0,4000000.0,4000000.0,-1.999722408469805,-0.00020936455263850491,74750416.66666667,160066549.444416,2500.0,400000000.0,1.0,1.0,1.0,4050000.0,200000000000.0,2025000.0,2793071.7856868627,50000.0,4000000.0,4000000.0,0.0,4000000.0,4000000.0,4000000.0,4000000.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,"['partsupp', 'supplier']",0.0,0.0,0.0,0.0,0.0,4000000.0,50000.0,5.0,3670,1,2,0.0,1.0,1.0,6,13,12,8,13.692307692307693,0.0,54.80636363636364,0.0,0.0,427.60428571428565,0.0,2.0,0.0,0.0,8.207946941048617,15.21422743908272
